"159182141X";"Gto: Great Teacher Onizuka (GTO (Paperback))";"Tohru Fujisawa";"2004";"TokyoPop";"http://images.amazon.com/images/P/159182141X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/159182141X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/159182141X.01.LZZZZZZZ.jpg"
"059033204X";"Jovial Bob's Computer Joke Book";"R. L. Stine";"1985";"Scholastic";"http://images.amazon.com/images/P/059033204X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/059033204X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/059033204X.01.LZZZZZZZ.jpg"
"0440300746";"Again Calls the Owl";"Margaret Craven";"1993";"Dell Publishing Company";"http://images.amazon.com/images/P/0440300746.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440300746.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440300746.01.LZZZZZZZ.jpg"
"0866227865";"Boxers";"Beverly Pisano";"1989";"Thomasson Grant &amp; Howell";"http://images.amazon.com/images/P/0866227865.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0866227865.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0866227865.01.LZZZZZZZ.jpg"
"3257205155";"Das Erich Kastner Lesebuch";"Erich Kastner";"1998";"Diogenes Verlag AG";"http://images.amazon.com/images/P/3257205155.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3257205155.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3257205155.01.LZZZZZZZ.jpg"
"0670857831";"Lady of Avalon";"Marion Zimmer Bradley";"1997";"Viking Books";"http://images.amazon.com/images/P/0670857831.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0670857831.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0670857831.01.LZZZZZZZ.jpg"
"0316734357";"The A-List";"Zoey Dean";"2003";"Little, Brown";"http://images.amazon.com/images/P/0316734357.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316734357.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316734357.01.LZZZZZZZ.jpg"
"3829053886";"A Tramp Abroad (Konemann Classics)";"Mark Twain";"2001";"Konemann";"http://images.amazon.com/images/P/3829053886.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3829053886.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3829053886.01.LZZZZZZZ.jpg"
"0070082960";"The Unlikely Ones";"Mary Brown";"1986";"McGraw-Hill";"http://images.amazon.com/images/P/0070082960.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0070082960.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0070082960.01.LZZZZZZZ.jpg"
"3458318453";"Also Sprach Zarathustra: German Language Ed";"Keine";"1998";"Insel Verlag Anton Kippenberg";"http://images.amazon.com/images/P/3458318453.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3458318453.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3458318453.01.LZZZZZZZ.jpg"
"0553482017";"Too Scared to Sleep (Sweet Valley Twins, 97)";"Jamie Suzanne";"1996";"Skylark";"http://images.amazon.com/images/P/0553482017.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553482017.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553482017.01.LZZZZZZZ.jpg"
"0553482033";"The Beast Is Watching You (Sweet Valley Twins, 98)";"Francine Pascal";"1996";"Sweet Valley";"http://images.amazon.com/images/P/0553482033.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553482033.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553482033.01.LZZZZZZZ.jpg"
"0226128261";"How to Become Extinct";"Will Cuppy";"1983";"Univ of Chicago Pr";"http://images.amazon.com/images/P/0226128261.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0226128261.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0226128261.01.LZZZZZZZ.jpg"
"0553481959";"Escape from Terror Island (Sweet Valley Twins, 92)";"Francine Pascal";"1995";"Sweet Valley";"http://images.amazon.com/images/P/0553481959.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553481959.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553481959.01.LZZZZZZZ.jpg"
"0910239126";"What's So Funny About Microbiology?";"Joachim Czichos";"1987";"Science Tech Pub";"http://images.amazon.com/images/P/0910239126.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0910239126.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0910239126.01.LZZZZZZZ.jpg"
"0679865683";"The Brood (X-Men Digest Novels)";"Paul Mantell";"1994";"Random House Children's Books";"http://images.amazon.com/images/P/0679865683.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679865683.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679865683.01.LZZZZZZZ.jpg"
"0679860045";"Wolverine: Top Secret (Marvel Comics)";"Francine Hughes";"1994";"Random House Children's Books";"http://images.amazon.com/images/P/0679860045.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679860045.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679860045.01.LZZZZZZZ.jpg"
"8804380950";"Socrate (Passepartout)";"Luciano De Crescenzo";"1993";"A. Mondadori";"http://images.amazon.com/images/P/8804380950.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8804380950.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8804380950.01.LZZZZZZZ.jpg"
"0345228928";"The Last Unicorn";"Peter S. Beagle";"1973";"Ballantine Books";"http://images.amazon.com/images/P/0345228928.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345228928.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345228928.01.LZZZZZZZ.jpg"
"0521010683";"The Skeptical Environmentalist: Measuring the Real State of the World";"Bjorn Lomborg";"2001";"Cambridge University Press";"http://images.amazon.com/images/P/0521010683.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0521010683.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0521010683.01.LZZZZZZZ.jpg"
"014040001X";"The Origin of Species by Means of Natural Selection: Or, the Preservation of Favoured Races in the Struggled for Life (Classics S.)";"Charles Robert Darwin";"1968";"Penguin USA";"http://images.amazon.com/images/P/014040001X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/014040001X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/014040001X.01.LZZZZZZZ.jpg"
"0689866917";"Peter Pan (Aladdin Classics)";"J.M. Barrie";"2003";"Aladdin";"http://images.amazon.com/images/P/0689866917.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0689866917.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0689866917.01.LZZZZZZZ.jpg"
"0671649191";"SHOCK WAVES NANCY DREW&amp; HARDY BOYS SUPERMYSTERY #3 (Nancy Drew/Hardy Boys Super Mystery)";"Carolyn Keene";"1989";"Simon Pulse";"http://images.amazon.com/images/P/0671649191.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671649191.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671649191.01.LZZZZZZZ.jpg"
"8804410116";"La monaca di Venezia: Una storia d'amore e di libertà";"Alvise Zorzi";"1996";"A. Mondadori";"http://images.amazon.com/images/P/8804410116.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8804410116.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8804410116.01.LZZZZZZZ.jpg"
"0441004229";"Adventures of the Stainless Steel Rat";"Harry Harrison";"1996";"Ace Books";"http://images.amazon.com/images/P/0441004229.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0441004229.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0441004229.01.LZZZZZZZ.jpg"
"0060973641";"West of the West: Imagining California";"Leonard Michaels";"1991";"Harpercollins";"http://images.amazon.com/images/P/0060973641.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060973641.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060973641.01.LZZZZZZZ.jpg"
